Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%
1,Connor McDavid,EDM,25,F,65,54,70,124,26,10,22:43,17:23,4:01,1:17,33,18,3,9,1,28,40,2,11,1,61,58,5,20,2,46.8%,2.194,2.844,5.038,1.751,1.486,3.238,4.126,9.168,13.294,0.831,1.077,1.908,288,18.8%,71,35,413,381,52.02%
2,David Pastrnak,BOS,26,F,62,44,40,84,32,29,19:45,15:51,3:51,0:02,30,14,0,7,2,24,16,0,10,1,54,30,0,17,3,35.7%,2.155,1.959,4.115,1.83,1.464,3.294,3.519,4.022,7.541,0.71,0.645,1.355,292,15.1%,69,26,6,9,40.00%
3,Mikko Rantanen,COL,26,F,62,42,31,73,56,5,22:25,18:15,4:08,0:02,33,9,0,8,3,15,16,0,5,0,48,25,0,13,3,34.2%,1.812,1.338,3.15,1.749,0.795,2.544,2.107,3.745,5.852,0.677,0.5,1.177,229,18.3%,69,34,154,183,45.70%
4,Tage Thompson,BUF,25,F,63,42,41,83,26,10,18:47,14:43,3:20,0:43,23,18,1,6,1,28,13,0,7,3,51,31,1,13,4,37.3%,2.128,2.078,4.206,1.487,1.811,3.298,5.118,3.697,8.815,0.667,0.651,1.317,240,17.5%,37,22,312,408,43.33%
5,Leon Draisaitl,EDM,27,F,63,41,55,96,22,-2,21:59,17:13,4:03,0:41,15,26,0,9,1,31,23,1,9,1,46,49,1,18,2,51.0%,1.776,2.382,4.158,0.829,1.714,2.543,6.09,5.387,11.478,0.651,0.873,1.524,191,21.5%,45,35,605,521,53.73%
6,Kirill Kaprizov,MIN,25,F,64,39,34,73,45,5,21:12,17:20,3:50,0:01,23,16,0,6,2,19,15,0,5,0,42,31,0,11,2,42.5%,1.724,1.503,3.228,1.244,1.028,2.271,3.902,3.658,7.56,0.609,0.531,1.141,250,15.6%,65,28,2,3,40.00%
7,Brayden Point,TBL,26,F,64,39,35,74,7,-1,19:37,15:40,3:54,0:01,23,16,0,8,1,25,10,0,6,1,48,26,0,14,2,35.1%,1.863,1.672,3.535,1.375,1.495,2.87,3.835,2.397,6.232,0.609,0.547,1.156,190,20.5%,30,25,328,310,51.41%
8,Jason Robertson,DAL,23,F,64,38,42,80,16,28,18:55,15:38,3:16,0:00,29,9,0,5,0,24,18,0,5,0,53,27,0,10,0,33.8%,1.882,2.081,3.963,1.737,1.438,3.175,2.581,5.162,7.743,0.594,0.656,1.25,253,15.0%,41,12,0,1,0.00%
9,Jack Hughes,NJD,21,F,59,36,40,76,4,8,20:03,16:43,3:15,0:04,30,6,0,5,1,23,17,0,10,6,53,23,0,15,7,30.3%,1.825,2.027,3.852,1.823,1.398,3.221,1.869,5.296,7.166,0.61,0.678,1.288,266,13.5%,11,18,108,200,35.06%
10,Alexander Ovechkin,WSH,37,F,60,36,25,61,26,-6,20:18,15:24,4:52,0:01,25,11,0,3,1,16,9,0,5,0,41,20,0,8,1,32.8%,1.772,1.231,3.003,1.623,1.039,2.662,2.255,1.845,4.1,0.6,0.417,1.017,252,14.3%,149,20,3,4,42.86%
11,Bo Horvat,NYI,27,F,63,36,26,62,18,5,20:56,15:35,3:41,1:38,20,12,4,5,1,17,8,1,4,0,37,20,5,9,1,32.3%,1.638,1.183,2.821,1.221,1.038,2.259,3.092,2.061,5.154,0.571,0.413,0.984,183,19.7%,44,48,781,606,56.31%
12,Mark Scheifele,WPG,29,F,64,36,21,57,37,-5,20:37,16:52,3:36,0:08,26,10,0,6,1,14,7,0,7,1,40,17,0,13,2,29.8%,1.637,0.955,2.591,1.445,0.778,2.222,2.594,1.816,4.41,0.563,0.328,0.891,170,21.2%,36,27,473,518,47.73%
13,William Nylander,TOR,26,F,64,33,43,76,22,15,18:25,14:33,3:37,0:14,25,8,0,5,3,27,16,0,12,1,52,24,0,17,4,31.6%,1.679,2.188,3.867,1.609,1.738,3.348,2.069,4.139,6.208,0.516,0.672,1.188,230,14.4%,14,19,20,32,38.46%
14,Timo Meier,NJD,26,F,59,32,21,53,29,-21,19:54,16:46,2:59,0:09,19,13,0,4,1,16,5,0,4,2,35,18,0,8,3,34.0%,1.634,1.072,2.706,1.152,0.97,2.123,4.427,1.703,6.129,0.542,0.356,0.898,262,12.2%,120,28,21,32,39.62%
15,Mika Zibanejad,NYR,29,F,63,32,35,67,14,18,20:33,14:40,3:47,2:06,12,19,1,4,0,24,10,1,7,3,36,29,2,11,3,43.3%,1.482,1.621,3.104,0.779,1.558,2.338,4.782,2.517,7.298,0.508,0.556,1.063,211,15.2%,55,36,522,550,48.69%
16,Carter Verhaeghe,FLA,27,F,64,32,23,55,40,10,17:31,15:25,2:04,0:01,26,6,0,2,1,20,3,0,2,0,46,9,0,4,1,16.4%,1.713,1.231,2.943,1.581,1.216,2.797,2.718,1.359,4.077,0.5,0.359,0.859,211,15.2%,27,27,14,18,43.75%
17,Tim Stützle,OTT,20,F,59,31,35,66,42,0,20:40,15:36,3:51,1:12,22,8,1,3,1,20,15,0,6,2,42,23,1,9,3,34.8%,1.524,1.721,3.246,1.433,1.303,2.736,2.11,3.956,6.065,0.525,0.593,1.119,173,17.9%,89,38,148,226,39.57%
18,Jared McCann,SEA,26,F,61,31,19,50,10,9,15:47,12:25,2:33,0:48,24,6,1,2,0,11,8,0,4,1,35,14,1,6,1,28.0%,1.931,1.184,3.115,1.901,0.871,2.772,2.312,3.083,5.394,0.508,0.311,0.82,141,22.0%,47,17,23,46,33.33%
19,Roope Hintz,DAL,26,F,56,30,29,59,22,24,17:30,13:39,2:56,0:54,19,8,3,4,0,18,11,0,2,0,37,19,3,6,0,32.2%,1.835,1.774,3.609,1.49,1.412,2.902,2.912,4.004,6.916,0.536,0.518,1.054,146,20.6%,38,36,203,187,52.05%
20,Elias Pettersson,VAN,24,F,61,30,49,79,10,9,20:19,14:50,3:48,1:39,24,2,4,4,3,31,15,3,3,0,55,17,7,7,3,21.5%,1.452,2.372,3.824,1.59,2.054,3.644,0.515,3.866,4.381,0.492,0.803,1.295,204,14.7%,51,76,335,429,43.85%
21,Ryan Nugent-Hopkins,EDM,29,F,65,30,48,78,33,6,19:55,14:09,3:57,1:49,18,11,1,2,0,15,31,2,4,0,33,42,3,6,0,53.8%,1.389,2.223,3.612,1.174,0.978,2.152,2.57,7.242,9.811,0.462,0.738,1.2,157,19.1%,38,24,285,346,45.17%
22,Adrian Kempe,LAK,26,F,65,30,19,49,34,13,18:50,14:15,3:02,1:32,19,9,2,4,1,14,5,0,1,0,33,14,2,5,1,28.6%,1.47,0.931,2.4,1.23,0.906,2.136,2.738,1.521,4.259,0.462,0.292,0.754,195,15.4%,87,26,16,35,31.37%
23,Auston Matthews,TOR,25,F,57,29,33,62,16,21,19:56,16:14,3:39,0:02,18,11,0,6,0,23,10,0,3,1,41,21,0,9,1,33.9%,1.531,1.742,3.273,1.167,1.491,2.657,3.166,2.878,6.044,0.509,0.579,1.088,236,12.3%,68,79,429,382,52.90%
24,Andrei Kuzmenko,VAN,26,F,62,29,27,56,6,5,16:13,13:14,2:58,0:00,19,10,0,3,2,25,2,0,4,1,44,12,0,7,3,21.4%,1.73,1.611,3.341,1.388,1.827,3.215,3.259,0.652,3.91,0.468,0.435,0.903,113,25.7%,11,16,0,0,0.00%
25,Zach Hyman,EDM,30,F,64,29,43,72,35,14,20:36,16:22,3:31,0:42,16,13,0,2,0,34,9,0,13,0,50,22,0,15,0,30.6%,1.319,1.955,3.274,0.916,1.946,2.862,3.453,2.391,5.844,0.453,0.672,1.125,236,12.3%,59,18,5,6,45.45%
26,Alex Tuch,BUF,26,F,57,28,34,62,16,12,18:58,14:19,3:23,1:15,22,6,0,6,1,25,9,0,5,2,47,15,0,11,3,24.2%,1.553,1.885,3.438,1.616,1.837,3.453,1.862,2.792,4.654,0.491,0.596,1.088,164,17.1%,39,36,24,25,48.98%
27,Matthew Tkachuk,FLA,25,F,62,28,53,81,90,17,20:30,15:46,4:17,0:25,18,10,0,2,0,37,15,1,9,1,55,25,1,11,1,30.9%,1.322,2.502,3.824,1.104,2.269,3.373,2.254,3.381,5.635,0.452,0.855,1.306,245,11.4%,44,27,11,14,44.00%
28,Sidney Crosby,PIT,35,F,63,28,48,76,46,7,20:06,16:11,3:51,0:03,21,7,0,7,1,35,13,0,9,3,56,20,0,16,4,26.3%,1.326,2.274,3.6,1.236,2.06,3.296,1.728,3.208,4.936,0.444,0.762,1.206,184,15.2%,62,33,739,648,53.28%
29,John Tavares,TOR,32,F,63,28,34,62,28,-1,17:30,13:59,3:30,0:00,16,12,0,5,0,18,16,0,6,2,34,28,0,11,2,45.2%,1.523,1.85,3.373,1.089,1.225,2.313,3.265,4.353,7.617,0.444,0.54,0.984,226,12.4%,94,26,566,403,58.41%
30,Travis Konecny,PHI,25,F,52,27,27,54,69,-10,20:03,15:05,2:58,1:59,19,5,3,5,0,15,9,3,1,0,34,14,6,6,0,25.9%,1.554,1.554,3.107,1.453,1.147,2.599,1.944,3.5,5.444,0.519,0.519,1.038,167,16.2%,48,34,25,27,48.08%
31,Sebastian Aho,CAR,25,F,55,27,28,55,24,15,19:31,14:15,3:19,1:55,18,6,3,7,1,19,8,1,3,1,37,14,4,10,2,25.5%,1.509,1.565,3.073,1.377,1.453,2.83,1.965,2.62,4.584,0.491,0.509,1,170,15.9%,45,18,420,393,51.66%
32,Jeff Skinner,BUF,30,F,60,27,36,63,31,10,17:29,14:08,3:19,0:02,19,8,0,1,0,26,10,0,6,0,45,18,0,7,0,28.6%,1.543,2.057,3.6,1.343,1.838,3.181,2.411,3.014,5.425,0.45,0.6,1.05,177,15.3%,17,13,118,126,48.36%
33,Chris Kreider,NYR,31,F,60,27,17,44,16,17,19:05,13:31,3:42,1:50,17,6,4,2,1,8,9,0,3,0,25,15,4,5,1,34.1%,1.414,0.89,2.305,1.257,0.591,1.848,1.615,2.422,4.037,0.45,0.283,0.733,186,14.5%,102,19,31,40,43.66%
34,Nico Hischier,NJD,23,F,62,27,31,58,6,28,19:17,14:04,3:04,2:09,19,6,2,7,2,21,9,1,5,1,40,15,3,12,3,25.9%,1.354,1.555,2.909,1.307,1.444,2.751,1.892,2.838,4.729,0.435,0.5,0.935,200,13.5%,22,47,687,598,53.46%
35,Steven Stamkos,TBL,32,F,64,27,38,65,34,-3,19:17,14:50,4:05,0:21,16,11,0,4,2,22,16,0,7,2,38,27,0,11,4,41.5%,1.312,1.847,3.159,1.011,1.39,2.4,2.519,3.663,6.182,0.422,0.594,1.016,204,13.2%,76,38,413,338,54.99%
36,Kyle Connor,WPG,26,F,64,27,42,69,14,0,20:36,16:33,3:37,0:24,20,7,0,8,2,25,17,0,7,0,45,24,0,15,2,34.8%,1.229,1.911,3.14,1.132,1.415,2.547,1.808,4.392,6.2,0.422,0.656,1.078,222,12.2%,36,20,2,5,28.57%
37,Brock Nelson,NYI,31,F,66,27,34,61,24,6,18:46,14:56,3:04,0:45,22,5,0,5,0,23,11,0,7,1,45,16,0,12,1,26.2%,1.307,1.646,2.954,1.338,1.399,2.738,1.479,3.255,4.734,0.409,0.515,0.924,187,14.4%,44,36,407,463,46.78%
38,Cole Caufield,MTL,21,F,46,26,10,36,2,-10,18:02,14:46,3:15,0:00,19,7,0,3,0,7,3,0,1,0,26,10,0,4,0,27.8%,1.879,0.723,2.602,1.677,0.618,2.295,2.797,1.199,3.996,0.565,0.217,0.783,158,16.5%,18,12,0,0,0.00%
39,Nathan MacKinnon,COL,27,F,51,26,50,76,24,22,22:23,18:13,4:04,0:06,21,5,0,2,0,34,16,0,10,1,55,21,0,12,1,27.6%,1.366,2.626,3.992,1.356,2.195,3.551,1.444,4.62,6.064,0.51,0.98,1.49,265,9.8%,35,29,410,487,45.71%
40,Jordan Kyrou,STL,24,F,60,26,31,57,12,-35,18:21,15:16,3:04,0:01,16,10,0,4,1,20,10,1,6,2,36,20,1,10,3,35.1%,1.416,1.688,3.104,1.048,1.31,2.358,3.249,3.249,6.498,0.433,0.517,0.95,210,12.4%,10,29,5,6,45.45%
41,Claude Giroux,OTT,34,F,63,26,37,63,20,7,18:19,14:49,2:39,0:50,19,7,0,5,1,22,14,1,6,1,41,21,1,11,2,33.3%,1.351,1.923,3.274,1.221,1.414,2.634,2.51,5.02,7.53,0.413,0.587,1,156,16.7%,50,24,512,355,59.05%
42,Brady Tkachuk,OTT,23,F,63,26,40,66,96,-5,18:23,14:13,4:07,0:03,20,6,0,6,2,24,16,0,5,1,44,22,0,11,3,33.3%,1.346,2.07,3.416,1.339,1.607,2.946,1.388,3.7,5.088,0.413,0.635,1.048,259,10.0%,186,8,285,303,48.47%
43,Jamie Benn,DAL,33,F,64,26,31,57,26,19,15:39,11:47,2:53,0:58,14,10,2,3,0,19,11,1,3,0,33,21,3,6,0,36.8%,1.556,1.855,3.411,1.113,1.51,2.622,3.246,3.57,6.816,0.406,0.484,0.891,148,17.6%,77,29,416,279,59.86%
44,Clayton Keller,ARI,24,F,64,26,37,63,41,-10,20:36,16:53,3:16,0:26,20,6,0,3,1,26,11,0,7,0,46,17,0,10,1,27.0%,1.183,1.683,2.866,1.11,1.443,2.553,1.72,3.154,4.875,0.406,0.578,0.984,154,16.9%,13,26,18,33,35.29%
45,Tyler Toffoli,CGY,30,F,65,26,28,54,22,10,16:31,12:56,2:59,0:35,17,9,0,3,1,18,10,0,4,1,35,19,0,7,2,35.2%,1.453,1.564,3.017,1.213,1.285,2.498,2.771,3.079,5.85,0.4,0.431,0.831,202,12.9%,55,11,5,5,50.00%
46,Jake Guentzel,PIT,28,F,59,25,30,55,40,4,20:08,16:17,3:47,0:02,20,5,0,6,1,22,8,0,4,0,42,13,0,10,1,23.6%,1.263,1.515,2.778,1.248,1.373,2.621,1.34,2.143,3.483,0.424,0.508,0.932,182,13.7%,66,27,8,8,50.00%
47,Martin Necas,CAR,23,F,62,25,34,59,30,10,18:35,14:56,3:05,0:34,17,8,0,4,3,19,14,1,8,2,36,22,1,12,5,37.3%,1.301,1.77,3.071,1.102,1.231,2.333,2.511,4.394,6.905,0.403,0.548,0.952,192,13.0%,40,17,143,183,43.87%
48,Dylan Cozens,BUF,21,F,62,25,30,55,32,7,16:27,12:17,2:52,1:17,20,3,2,1,1,17,12,1,4,1,37,15,3,5,2,27.3%,1.47,1.764,3.234,1.574,1.338,2.911,1.011,4.044,5.055,0.403,0.484,0.887,163,15.3%,46,24,437,456,48.94%
49,Jesper Bratt,NJD,24,F,63,25,33,58,6,12,17:39,14:42,2:54,0:02,17,8,0,3,1,21,12,0,8,1,38,20,0,11,2,34.5%,1.348,1.779,3.127,1.1,1.359,2.459,2.616,3.924,6.54,0.397,0.524,0.921,161,15.5%,19,18,0,0,0.00%
50,Nikita Kucherov,TBL,29,F,64,25,66,91,32,-4,20:15,16:05,4:09,0:00,17,8,0,4,0,34,32,0,12,1,51,40,0,16,1,44.0%,1.157,3.054,4.211,0.99,1.98,2.97,1.806,7.223,9.028,0.391,1.031,1.422,215,11.6%,47,24,1,0,100.00%
51,Anze Kopitar,LAK,35,F,65,25,33,58,4,12,20:23,15:21,3:09,1:51,19,6,0,3,0,23,9,1,5,0,42,15,1,8,0,25.9%,1.132,1.494,2.627,1.142,1.382,2.523,1.756,2.634,4.39,0.385,0.508,0.892,138,18.1%,61,73,706,557,55.90%
52,Pierre-Luc Dubois,WPG,24,F,61,24,31,55,71,0,18:23,14:44,3:33,0:05,15,9,0,1,0,20,11,0,7,2,35,20,0,8,2,36.4%,1.283,1.658,2.941,1.001,1.334,2.335,2.486,3.039,5.525,0.393,0.508,0.902,169,14.2%,55,36,419,435,49.06%
53,Anders Lee,NYI,32,F,66,24,20,44,42,4,17:14,14:04,3:09,0:00,20,4,0,4,0,12,8,0,0,0,32,12,0,4,0,27.3%,1.265,1.054,2.319,1.291,0.775,2.066,1.151,2.301,3.452,0.364,0.303,0.667,178,13.5%,103,43,25,22,53.19%
54,Jack Eichel,VGK,26,F,51,23,26,49,4,16,18:49,15:42,2:39,0:26,21,2,0,2,1,17,9,0,5,2,38,11,0,7,3,22.4%,1.438,1.625,3.063,1.572,1.273,2.845,0.883,3.973,4.855,0.451,0.51,0.961,181,12.7%,45,42,271,320,45.85%
55,Patrice Bergeron,BOS,37,F,62,23,25,48,18,31,17:48,12:37,3:23,1:47,14,7,2,6,0,18,7,0,7,3,32,14,2,13,3,29.2%,1.25,1.358,2.608,1.073,1.38,2.452,1.994,1.994,3.989,0.371,0.403,0.774,203,11.3%,50,48,837,547,60.48%
56,Dylan Larkin,DET,26,F,62,23,36,59,31,-7,19:30,14:03,3:36,1:50,10,12,1,4,0,26,10,0,5,0,36,22,1,9,0,37.3%,1.141,1.786,2.928,0.689,1.791,2.479,3.212,2.676,5.888,0.371,0.581,0.952,191,12.0%,35,25,559,475,54.06%
57,Evgeni Malkin,PIT,36,F,63,23,43,66,40,-6,18:36,14:31,4:03,0:01,14,9,0,2,0,24,19,0,9,5,38,28,0,11,5,42.4%,1.177,2.201,3.379,0.918,1.573,2.491,2.112,4.459,6.571,0.365,0.683,1.048,186,12.4%,38,23,340,333,50.52%
58,Victor Olofsson,BUF,27,F,63,23,9,32,4,-21,14:26,11:58,2:26,0:01,18,5,0,5,2,6,3,0,2,0,24,8,0,7,2,25.0%,1.517,0.594,2.111,1.431,0.477,1.908,1.951,1.171,3.122,0.365,0.143,0.508,139,16.6%,12,13,1,5,16.67%
59,Mitchell Marner,TOR,25,F,64,23,56,79,22,11,21:09,15:11,3:37,2:19,13,7,3,4,2,32,23,1,10,0,45,30,4,14,2,38.0%,1.019,2.482,3.502,0.803,1.975,2.778,1.807,5.936,7.742,0.359,0.875,1.234,156,14.7%,49,35,0,4,0.00%
60,Andrei Svechnikov,CAR,22,F,62,22,32,54,71,7,18:03,14:53,3:08,0:01,18,4,0,3,0,21,11,0,8,3,39,15,0,11,3,27.8%,1.179,1.715,2.893,1.17,1.365,2.535,1.23,3.384,4.614,0.355,0.516,0.871,199,11.1%,136,17,3,5,37.50%
61,Joel Eriksson Ek,MIN,25,F,64,22,27,49,32,-5,19:16,13:33,3:33,2:09,9,11,2,1,0,15,11,1,3,0,24,22,3,4,0,44.9%,1.07,1.314,2.384,0.622,1.037,1.66,2.9,2.9,5.8,0.344,0.422,0.766,201,11.0%,89,49,553,598,48.05%
62,Brandon Hagel,TBL,24,F,64,22,28,50,40,13,18:49,14:16,2:39,1:53,15,6,1,1,0,22,6,0,5,0,37,12,1,6,0,24.0%,1.095,1.394,2.49,0.985,1.444,2.429,2.121,2.121,4.242,0.344,0.438,0.781,133,16.5%,53,48,19,49,27.94%
63,Logan Couture,SJS,33,F,65,22,31,53,19,-19,18:54,13:38,2:54,2:21,18,3,1,3,1,20,11,0,4,0,38,14,1,7,1,26.4%,1.074,1.513,2.587,1.218,1.353,2.571,0.951,3.486,4.437,0.338,0.477,0.815,153,14.4%,109,60,522,605,46.32%
64,Kevin Fiala,LAK,26,F,65,22,45,67,52,-1,17:43,14:38,3:03,0:01,15,7,0,2,2,29,16,0,7,0,44,23,0,9,2,34.3%,1.146,2.343,3.489,0.945,1.828,2.773,2.112,4.827,6.939,0.338,0.692,1.031,199,11.1%,51,17,8,7,53.33%
65,Gabriel Vilardi,LAK,23,F,55,21,15,36,18,8,15:45,12:40,3:03,0:01,16,5,0,5,0,11,4,0,1,0,27,9,0,6,0,25.0%,1.453,1.038,2.491,1.377,0.947,2.325,1.783,1.426,3.209,0.382,0.273,0.655,110,19.1%,38,29,45,56,44.55%
66,Jason Zucker,PIT,30,F,59,21,18,39,41,1,15:36,14:03,1:32,0:00,19,2,0,4,1,12,6,0,1,0,31,8,0,5,1,20.5%,1.368,1.173,2.541,1.374,0.868,2.241,1.319,3.958,5.278,0.356,0.305,0.661,142,14.8%,157,19,4,11,26.67%
67,Lawson Crouse,ARI,25,F,59,21,13,34,24,4,17:56,13:56,1:49,2:10,17,4,0,2,0,13,0,0,3,0,30,4,0,5,0,11.8%,1.191,0.737,1.928,1.24,0.948,2.188,2.231,0,2.231,0.356,0.22,0.576,114,18.4%,151,44,24,34,41.38%
68,J.T. Miller,VAN,29,F,62,21,35,56,51,-14,20:36,15:02,4:01,1:32,10,9,2,1,0,17,15,3,4,2,27,24,5,5,2,42.9%,0.986,1.643,2.63,0.643,1.094,1.737,2.165,3.608,5.772,0.339,0.565,0.903,173,12.1%,133,41,272,235,53.65%
69,Rickard Rakell,PIT,29,F,63,21,23,44,16,3,18:44,15:37,3:06,0:00,13,8,0,1,0,18,5,0,6,2,31,13,0,7,2,29.5%,1.067,1.168,2.235,0.792,1.097,1.889,2.446,1.529,3.975,0.333,0.365,0.698,190,11.1%,107,42,9,8,52.94%
70,Dawson Mercer,NJD,21,F,63,21,25,46,14,17,15:56,13:26,1:17,1:12,18,2,1,5,1,18,6,1,0,0,36,8,2,5,1,17.4%,1.254,1.493,2.747,1.276,1.276,2.551,1.47,4.41,5.88,0.333,0.397,0.73,124,16.9%,28,46,60,85,41.38%
71,Reilly Smith,VGK,31,F,64,21,21,42,16,2,17:06,13:46,2:02,1:17,11,6,4,4,1,19,2,0,2,0,30,8,4,6,1,19.0%,1.151,1.151,2.302,0.749,1.294,2.042,2.758,0.919,3.677,0.328,0.328,0.656,159,13.2%,63,28,2,2,50.00%
72,Nicholas Suzuki,MTL,23,F,64,21,28,49,16,-9,21:19,16:12,3:31,1:35,14,6,1,2,0,20,8,0,4,1,34,14,1,6,1,28.6%,0.924,1.231,2.155,0.809,1.156,1.966,1.599,2.132,3.731,0.328,0.438,0.766,126,16.7%,36,44,512,569,47.36%
73,Trevor Zegras,ANA,21,F,64,21,33,54,68,-22,19:17,16:16,2:59,0:00,17,4,0,3,2,22,11,0,3,1,39,15,0,6,3,27.8%,1.021,1.604,2.624,0.979,1.267,2.246,1.252,3.444,4.696,0.328,0.516,0.844,149,14.1%,36,24,198,275,41.86%
74,Nazem Kadri,CGY,32,F,65,21,26,47,52,-13,17:35,14:19,3:09,0:07,12,9,0,3,0,18,8,0,5,0,30,17,0,8,0,36.2%,1.102,1.364,2.466,0.774,1.16,1.934,2.636,2.343,4.979,0.323,0.4,0.723,216,9.7%,76,27,468,524,47.18%
75,Sam Reinhart,FLA,27,F,65,21,24,45,10,-15,19:43,14:23,3:57,1:22,12,9,0,3,1,13,9,2,5,0,25,18,2,8,1,40.0%,0.983,1.123,2.106,0.77,0.834,1.604,2.097,2.097,4.194,0.323,0.369,0.692,179,11.7%,38,39,132,154,46.15%
76,Pavel Buchnevich,STL,27,F,48,20,34,54,22,10,19:27,14:38,3:12,1:36,13,7,0,2,0,20,12,2,6,1,33,19,2,8,1,35.2%,1.284,2.183,3.468,1.109,1.707,2.816,2.728,4.676,7.404,0.417,0.708,1.125,97,20.6%,46,15,7,30,18.92%
77,Nick Schmaltz,ARI,26,F,48,20,25,45,10,-1,19:29,15:51,2:56,0:41,14,6,0,2,0,19,5,1,3,1,33,11,1,5,1,24.4%,1.283,1.604,2.887,1.104,1.498,2.602,2.555,2.129,4.685,0.417,0.521,0.938,96,20.8%,9,23,34,49,40.96%
78,Patrik Laine,CBJ,24,F,49,20,23,43,16,-14,19:10,15:48,3:21,0:00,14,6,0,1,0,15,8,0,2,1,29,14,0,3,1,32.6%,1.277,1.469,2.746,1.084,1.161,2.245,2.191,2.922,5.113,0.408,0.469,0.878,158,12.7%,27,24,17,29,36.96%
79,Mats Zuccarello,MIN,35,F,62,20,38,58,22,1,20:22,16:28,3:47,0:06,12,8,0,3,1,21,17,0,6,2,33,25,0,9,3,43.1%,0.95,1.804,2.754,0.705,1.233,1.938,2.043,4.34,6.383,0.323,0.613,0.935,158,12.7%,36,44,20,31,39.22%
